Id,Text,Label
103,Mohon pertolongannya telah terjadi kebakaran.,0
104,Mohon pertolongannya telah ditemukan tsunami.,0
105,Melaporkan sedang berlangsung copet.,0
106,Mohon bantuannya akan terjadi gempa bumi.,0
107,Tolong akan terjadi kecelakaan motor.,0
108,Melaporkan sedang berlangsung tanah longsor.,0
109,Tolong sedang terjadi jambret.,0
110,Tolong sedang berlangsung kekeringan.,0
111,Mohon bantuannya sedang terjadi kebakaran.,0
112,Tolong segera ditangani akan terjadi kecelakaan motor.,0
113,Tolong telah ditemukan jambret.,0
114,Tolong segera ditangani telah ditemukan orang hilang.,0
115,Melaporkan sedang terjadi gempa bumi.,0
116,Mohon bantuannya telah terjadi sakit.,0
117,Mohon pertolongannya sedang berlangsung kebakaran gedung.,0
118,Tolong segera ditangani akan terjadi tanah longsor.,0
119,Mohon pertolongannya sedang terjadi tsunami.,0
120,Mohon bantuannya telah terjadi kecelakaan mobil.,0
121,Melaporkan sedang terjadi puting beliung.,0
122,Mohon bantuannya sedang berlangsung kebakaran gedung.,0
123,Tolong sedang terjadi tanah longsor.,0
124,Tolong akan terjadi kekeringan.,0
125,Tolong akan terjadi pencemaran udara.,0
126,Mohon bantuannya telah terjadi orang hilang.,0
127,Tolong telah ditemukan orang hilang.,0
128,Mohon pertolongannya sedang terjadi badai.,0
129,Mohon pertolongannya sedang terjadi kecelakaan mobil.,0
130,Melaporkan akan terjadi badai.,0
131,Mohon pertolongannya telah terjadi badai.,0
132,Mohon bantuannya telah terjadi kecelakaan motor.,0
133,Tolong sedang berlangsung pencurian.,0
134,Tolong akan terjadi kecelakaan.,0
135,Tolong segera ditangani akan terjadi banjir.,0
136,Mohon pertolongannya akan terjadi kekeringan.,0
137,Melaporkan telah ditemukan pencemaran air.,0
138,Tolong telah ditemukan kebakaran rumah.,0
139,Tolong sedang berlangsung kebakaran rumah.,0
140,Melaporkan sedang terjadi kecelakaan motor.,0
141,Melaporkan sedang berlangsung kebakaran lahan.,0
142,Tolong telah terjadi badai.,0
143,Tolong akan terjadi tanah longsor.,0
144,Melaporkan akan terjadi mati listrik.,0
145,Mohon bantuannya sedang berlangsung orang hilang.,0
146,Mohon bantuannya sedang berlangsung pencemaran air.,0
147,Tolong segera ditangani akan terjadi kebakaran.,0
148,Melaporkan sedang terjadi kebakaran gedung.,0
149,Tolong segera ditangani telah terjadi kecelakaan.,0
150,Tolong segera ditangani sedang berlangsung gempa bumi.,0
151,Melaporkan sedang berlangsung tsunami.,0
152,Tolong akan terjadi kebakaran.,0
153,Tolong sedang terjadi virus.,0
154,Mohon bantuannya sedang berlangsung virus.,0
155,Tolong sedang berlangsung sakit.,0
156,Mohon bantuannya telah ditemukan tanah longsor.,0
157,Mohon bantuannya akan terjadi kecelakaan.,0
158,Tolong akan terjadi banjir.,0
159,Tolong telah ditemukan gempa bumi.,0
160,Mohon bantuannya sedang berlangsung kebakaran.,0
161,Mohon bantuannya telah terjadi mati listrik.,0
162,Tolong segera ditangani sedang terjadi kebakaran gedung.,0
163,Melaporkan sedang terjadi banjir.,0
164,Tolong segera ditangani telah terjadi orang hilang.,0
165,Tolong segera ditangani telah terjadi pencemaran udara.,0
166,Tolong telah terjadi virus.,0
167,Melaporkan akan terjadi virus.,0
168,Tolong segera ditangani telah terjadi kebakaran.,0
169,Mohon pertolongannya telah terjadi kekeringan.,0
170,Mohon bantuannya telah terjadi kekeringan.,0
171,Tolong akan terjadi mati listrik.,0
172,Tolong sedang berlangsung kebakaran gedung.,0
173,Mohon pertolongannya telah terjadi pencemaran air.,0
174,Tolong segera ditangani sedang terjadi kecelakaan motor.,0
175,Mohon pertolongannya telah ditemukan pencemaran air.,0
176,Melaporkan telah ditemukan pencurian.,0
177,Mohon pertolongannya sedang berlangsung kecelakaan motor.,0
178,Melaporkan sedang berlangsung banjir.,0
179,Tolong telah terjadi pencemaran air.,0
180,Melaporkan telah terjadi kecelakaan.,0
181,Mohon bantuannya sedang berlangsung kecelakaan motor.,0
182,Mohon pertolongannya akan terjadi gempa bumi.,0
183,Tolong segera ditangani telah ditemukan sakit.,0
184,Melaporkan sedang berlangsung pencurian.,0
185,Mohon bantuannya akan terjadi kecelakaan mobil.,0
186,Melaporkan sedang terjadi sakit.,0
187,Melaporkan telah terjadi pencemaran air.,0
188,Tolong segera ditangani sedang berlangsung banjir.,0
189,Mohon bantuannya sedang terjadi kebakaran rumah.,0
190,Mohon bantuannya telah terjadi copet.,0
191,Mohon bantuannya akan terjadi sakit.,0
192,Tolong segera ditangani telah ditemukan tsunami.,0
193,Tolong telah ditemukan pingsan.,0
194,Melaporkan sedang terjadi kebakaran rumah.,0
195,Mohon pertolongannya akan terjadi jambret.,0
196,Mohon pertolongannya sedang berlangsung kebakaran lahan.,0
197,Mohon bantuannya sedang terjadi kebakaran lahan.,0
198,Tolong sedang berlangsung pencemaran air.,0
199,Tolong segera ditangani sedang terjadi tsunami.,0
200,Mohon pertolongannya akan terjadi pencurian.,0
201,Mohon bantuannya akan terjadi jambret.,0
202,Tolong segera ditangani telah terjadi banjir.,0
203,Mohon bantuannya sedang berlangsung tsunami.,0
204,Tolong akan terjadi pingsan.,0
205,Tolong segera ditangani telah terjadi kebakaran rumah.,0
206,Mohon pertolongannya akan terjadi kebakaran.,0
207,Tolong segera ditangani telah terjadi tanah longsor.,0
208,Tolong segera ditangani sedang berlangsung kebakaran.,0
209,Mohon pertolongannya akan terjadi orang hilang.,0
210,Tolong segera ditangani sedang berlangsung pencemaran air.,0
211,Tolong segera ditangani telah ditemukan mati listrik.,0
212,Mohon pertolongannya telah ditemukan jambret.,0
213,Mohon bantuannya akan terjadi kebakaran rumah.,0
214,Tolong segera ditangani sedang berlangsung mati listrik.,0
215,Tolong telah ditemukan copet.,0
216,Melaporkan akan terjadi banjir.,0
217,Tolong segera ditangani telah ditemukan banjir.,0
218,Tolong telah terjadi pingsan.,0
219,Melaporkan akan terjadi kecelakaan.,0
220,Mohon bantuannya sedang terjadi puting beliung.,0
221,Mohon pertolongannya sedang terjadi virus.,0
222,Tolong sedang berlangsung kebakaran.,0
223,Mohon pertolongannya telah terjadi kebakaran gedung.,0
224,Tolong sedang terjadi kebakaran.,0
225,Mohon pertolongannya telah terjadi virus.,0
226,Melaporkan telah ditemukan kecelakaan motor.,0
227,Melaporkan akan terjadi kekeringan.,0
228,Mohon bantuannya akan terjadi pencurian.,0
229,Mohon bantuannya telah terjadi banjir.,0
230,Tolong segera ditangani telah terjadi kekeringan.,0
231,Mohon pertolongannya sedang terjadi kebakaran.,0
232,Mohon pertolongannya sedang berlangsung kekeringan.,0
233,Mohon bantuannya sedang terjadi mati listrik.,0
234,Melaporkan telah ditemukan badai.,0
235,Mohon pertolongannya akan terjadi copet.,0
236,Mohon bantuannya sedang berlangsung pingsan.,0
237,Tolong segera ditangani telah ditemukan kebakaran lahan.,0
238,Mohon pertolongannya telah ditemukan mati listrik.,0
239,Mohon pertolongannya telah ditemukan kebakaran gedung.,0
240,Tolong sedang terjadi kebakaran lahan.,0
241,Melaporkan telah terjadi banjir.,0
242,Melaporkan telah terjadi kebakaran rumah.,0
243,Mohon bantuannya sedang terjadi pencemaran air.,0
244,Melaporkan akan terjadi copet.,0
245,Melaporkan akan terjadi kebakaran rumah.,0
246,Tolong sedang berlangsung tanah longsor.,0
247,Tolong akan terjadi badai.,0
248,Mohon bantuannya sedang terjadi orang hilang.,0
249,Tolong telah terjadi puting beliung.,0
250,Tolong sedang terjadi banjir.,0
251,Tolong akan terjadi sakit.,0
252,Melaporkan telah terjadi orang hilang.,0
253,Tolong segera ditangani telah ditemukan pencemaran air.,0
254,Tolong sedang terjadi kecelakaan motor.,0
255,Tolong segera ditangani telah ditemukan kecelakaan motor.,0
256,Mohon bantuannya telah ditemukan pencemaran udara.,0
257,Mohon pertolongannya sedang berlangsung gempa bumi.,0
258,Mohon pertolongannya telah ditemukan kecelakaan motor.,0
259,Tolong telah ditemukan banjir.,0
260,Melaporkan sedang terjadi copet.,0
261,Mohon bantuannya sedang berlangsung puting beliung.,0
262,Tolong telah ditemukan kebakaran.,0
263,Mohon bantuannya telah ditemukan sakit.,0
264,Tolong sedang terjadi badai.,0
265,Mohon bantuannya telah terjadi tanah longsor.,0
266,Mohon pertolongannya akan terjadi kebakaran gedung.,0
267,Tolong akan terjadi pencemaran air.,0
268,Mohon pertolongannya telah ditemukan puting beliung.,0
269,Melaporkan telah terjadi virus.,0
270,Melaporkan telah terjadi pingsan.,0
271,Melaporkan sedang berlangsung orang hilang.,0
272,Mohon bantuannya telah terjadi tsunami.,0
273,Mohon bantuannya sedang terjadi kecelakaan mobil.,0
274,Tolong segera ditangani sedang terjadi kebakaran rumah.,0
275,Mohon pertolongannya sedang terjadi pencurian.,0
276,Tolong segera ditangani sedang terjadi kebakaran lahan.,0
277,Tolong segera ditangani akan terjadi badai.,0
278,Tolong telah terjadi tsunami.,0
279,Tolong telah ditemukan badai.,0
280,Tolong sedang berlangsung banjir.,0
281,Mohon pertolongannya telah terjadi pencurian.,0
282,Mohon pertolongannya telah terjadi kecelakaan mobil.,0
283,Melaporkan telah ditemukan kebakaran.,0
284,Tolong sedang berlangsung virus.,0
285,Mohon pertolongannya telah terjadi banjir.,0
286,Melaporkan sedang terjadi pencemaran udara.,0
287,Tolong segera ditangani sedang berlangsung kebakaran rumah.,0
288,Mohon pertolongannya telah ditemukan badai.,0
289,Mohon pertolongannya akan terjadi sakit.,0
290,Mohon pertolongannya akan terjadi kecelakaan mobil.,0
291,Tolong sedang berlangsung mati listrik.,0
292,Tolong akan terjadi tsunami.,0
293,Tolong segera ditangani akan terjadi jambret.,0
294,Mohon bantuannya sedang berlangsung pencemaran udara.,0
295,Melaporkan telah terjadi puting beliung.,0
296,Tolong segera ditangani sedang berlangsung kekeringan.,0
297,Melaporkan telah terjadi gempa bumi.,0
298,Melaporkan sedang berlangsung kekeringan.,0
299,Tolong telah ditemukan tsunami.,0
300,Tolong segera ditangani telah ditemukan kebakaran rumah.,0
301,Melaporkan telah terjadi kecelakaan motor.,0
302,Melaporkan sedang terjadi orang hilang.,0
303,Mohon pertolongannya telah ditemukan orang hilang.,0
304,Mohon pertolongannya sedang terjadi gempa bumi.,0
305,Mohon pertolongannya sedang terjadi jambret.,0
306,Tolong segera ditangani sedang terjadi kekeringan.,0
307,Tolong akan terjadi jambret.,0
308,Tolong sedang berlangsung puting beliung.,0
309,Tolong telah terjadi pencurian.,0
310,Tolong segera ditangani telah ditemukan kebakaran.,0
311,Tolong akan terjadi kebakaran lahan.,0
312,Tolong sedang terjadi pencemaran udara.,0
313,Mohon pertolongannya telah ditemukan virus.,0
314,Tolong segera ditangani sedang terjadi orang hilang.,0
315,Mohon pertolongannya telah ditemukan copet.,0
